window_id,label_row,solution_id,type,label,event_index,pause_start_ts,trigger_ts,trigger_definition,session_start_ts,session_end_ts,keys_5s,backspace_5s,navigation_5s,enter_5s,keys_10s,backspace_10s,navigation_10s,enter_10s,keys_30s,backspace_30s,navigation_30s,enter_30s,keys_60s,backspace_60s,navigation_60s,enter_60s,keys_120s,backspace_120s,navigation_120s,enter_120s,events_before,current_idle_s
1106979:0094,94,1106979,IDLE,1,419,2025-12-21T12:52:57.307000,2025-12-21T12:53:27.307000,pause_start+30s,2025-12-21T12:48:25.544000,2025-12-21T13:13:03.720000,0,0,0,0,0,0,0,0,1,0,0,1,48,0,0,2,101,0,0,5,420,30.0
1382435:0095,95,1382435,DEBUG,1,509,2026-01-09T21:59:54.938000,2026-01-09T21:59:56.938000,backspace+2s,2026-01-09T21:46:01.812000,2026-01-09T22:05:19.257000,7,7,0,0,11,9,0,0,13,10,0,0,31,10,0,2,31,10,0,2,510,2.0
1167097:0096,96,1167097,DEBUG,1,75,2025-12-26T12:11:54.160000,2025-12-26T12:11:56.160000,backspace+2s,2025-12-26T12:09:05.471000,2025-12-26T12:12:32.804000,10,10,0,0,10,10,0,0,30,10,0,0,41,10,0,0,73,10,0,1,76,2.0
1431172:0097,97,1431172,IDLE,1,85,2026-03-24T19:17:39.758000,2026-03-24T19:18:09.758000,pause_start+30s,2026-03-24T19:17:06.200000,2026-03-24T19:28:17.115000,0,0,0,0,0,0,0,0,1,0,0,0,68,0,0,9,86,0,0,9,86,30.0
1090098:0098,98,1090098,IDLE,1,249,2025-12-19T10:38:08.462000,2025-12-19T10:38:38.462000,pause_start+30s,2025-12-19T10:35:06.483000,2025-12-19T10:59:57.176000,0,0,0,0,0,0,0,0,2,0,0,1,28,0,0,1,141,0,0,7,250,30.0
1165679:0099,99,1165679,IDLE,0,1,2025-12-26T09:27:24.258000,2025-12-26T09:27:54.258000,pause_start+30s,2025-12-26T09:27:19.518000,2025-12-26T09:37:18.953000,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,30.0
1054701:0100,100,1054701,IDLE,1,1,2025-12-15T19:08:02.857000,2025-12-15T19:08:32.857000,pause_start+30s,2025-12-15T19:08:02.719000,2025-12-15T19:17:47.800000,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,30.0
1209646:0101,101,1209646,IDLE,1,12,2025-12-30T10:48:14.336000,2025-12-30T10:48:44.336000,pause_start+30s,2025-12-30T10:47:53.772000,2025-12-30T11:05:29.583000,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,13,0,0,0,13,30.0
1435350:0102,102,1435350,IDLE,1,138,2026-03-25T22:01:34.747000,2026-03-25T22:02:04.747000,pause_start+30s,2026-03-25T22:00:32.190000,2026-03-25T22:25:51.841000,0,0,0,0,0,0,0,0,1,0,0,0,47,0,0,2,139,0,0,7,139,30.0
1102627:0103,103,1102627,IDLE,1,49,2025-12-20T19:19:22.238000,2025-12-20T19:19:52.238000,pause_start+30s,2025-12-20T19:18:50.428000,2025-12-20T19:24:30.999000,0,0,0,0,0,0,0,0,1,0,0,0,49,0,0,3,50,0,0,3,50,30.0
1269074:0104,104,1269074,IDLE,0,45,2026-01-05T14:26:36.467000,2026-01-05T14:27:06.467000,pause_start+30s,2026-01-05T14:26:21.100000,2026-01-05T14:47:45.247000,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,5,46,0,0,5,46,30.0
1365622:0105,105,1365622,IDLE,1,1,2026-01-09T14:45:27.457000,2026-01-09T14:45:57.457000,pause_start+30s,2026-01-09T14:45:26.874000,2026-01-09T15:02:28.627000,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,30.0
1338946:0106,106,1338946,DEBUG,1,207,2026-01-08T14:27:35.465000,2026-01-08T14:27:37.465000,backspace+2s,2026-01-08T14:20:33.978000,2026-01-08T14:47:14.604000,1,1,0,0,1,1,0,0,33,1,0,2,40,1,0,2,55,1,0,3,208,2.0
1149407:0107,107,1149407,IDLE,0,219,2025-12-25T14:06:53.833000,2025-12-25T14:07:23.833000,pause_start+30s,2025-12-25T14:04:47.591000,2025-12-25T14:28:07.205000,0,0,0,0,0,0,0,0,1,0,0,0,49,0,0,3,149,0,0,8,220,30.0
1065826:0108,108,1065826,IDLE,1,72,2025-12-16T16:34:34.897000,2025-12-16T16:35:04.897000,pause_start+30s,2025-12-16T16:33:44.989000,2025-12-16T16:58:15.711000,0,0,0,0,0,0,0,0,1,0,0,1,40,0,0,2,73,0,0,5,73,30.0
1214121:0109,109,1214121,DEBUG,1,732,2025-12-30T16:29:44.427000,2025-12-30T16:29:46.427000,backspace+2s,2025-12-30T16:12:59.245000,2025-12-30T16:32:37.401000,9,8,0,0,11,8,0,0,11,8,0,0,11,8,0,0,13,8,0,0,735,0.297
1016399:0110,110,1016399,IDLE,1,99,2025-12-10T08:19:52.190000,2025-12-10T08:20:22.190000,pause_start+30s,2025-12-10T08:17:55.417000,2025-12-10T08:31:08.227000,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,1,62,0,0,7,100,30.0
1032384:0111,111,1032384,IDLE,1,149,2025-12-11T19:03:55.282000,2025-12-11T19:04:25.282000,pause_start+30s,2025-12-11T19:02:40.469000,2025-12-11T19:30:49.592000,0,0,0,0,0,0,0,0,1,0,0,0,74,0,0,1,150,0,0,7,150,30.0
1429470:0112,112,1429470,IDLE,1,56,2026-03-24T14:02:44.238000,2026-03-24T14:03:14.238000,pause_start+30s,2026-03-24T14:02:31.558000,2026-03-24T14:12:42.181000,0,0,0,0,0,0,0,0,2,0,0,1,57,0,0,4,57,0,0,4,57,30.0
1134953:0113,113,1134953,IDLE,1,50,2025-12-24T08:11:41.125000,2025-12-24T08:12:11.125000,pause_start+30s,2025-12-24T08:11:25.950000,2025-12-24T08:38:06.564000,0,0,0,0,0,0,0,0,1,0,0,1,51,0,0,4,51,0,0,4,51,30.0
1132867:0114,114,1132867,DEBUG,1,762,2025-12-23T22:44:05.610000,2025-12-23T22:44:07.610000,backspace+2s,2025-12-23T22:25:13.247000,2025-12-23T22:48:34.496000,3,1,0,0,3,1,0,0,4,1,0,0,7,2,0,0,125,2,0,11,763,2.0
1121878:0115,115,1121878,IDLE,1,272,2025-12-22T21:45:18.606000,2025-12-22T21:45:48.606000,pause_start+30s,2025-12-22T21:41:09.461000,2025-12-22T21:51:24.753000,0,0,0,0,0,0,0,0,1,0,0,1,44,0,0,3,115,0,0,9,273,30.0
1167793:0116,116,1167793,IDLE,1,251,2025-12-26T14:01:32.417000,2025-12-26T14:02:02.417000,pause_start+30s,2025-12-26T13:57:29.504000,2025-12-26T14:16:34.592000,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,71,0,0,1,252,30.0
1090065:0117,117,1090065,IDLE,1,249,2025-12-19T10:38:08.462000,2025-12-19T10:38:38.462000,pause_start+30s,2025-12-19T10:35:06.483000,2025-12-19T10:59:57.176000,0,0,0,0,0,0,0,0,2,0,0,1,28,0,0,1,141,0,0,7,250,30.0
1336637:0118,118,1336637,IDLE,1,74,2026-01-08T13:55:46.430000,2026-01-08T13:56:16.430000,pause_start+30s,2026-01-08T13:54:12.451000,2026-01-08T14:18:51.910000,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,67,3,0,3,75,30.0
1132867:0119,119,1132867,DEBUG,1,762,2025-12-23T22:44:05.610000,2025-12-23T22:44:07.610000,backspace+2s,2025-12-23T22:25:13.247000,2025-12-23T22:48:34.496000,3,1,0,0,3,1,0,0,4,1,0,0,7,2,0,0,125,2,0,11,763,2.0
1096994:0120,120,1096994,IDLE,1,111,2025-12-20T09:50:36.263000,2025-12-20T09:51:06.263000,pause_start+30s,2025-12-20T09:49:25.669000,2025-12-20T09:59:09.897000,0,0,0,0,0,0,0,0,1,0,0,1,36,0,0,2,112,0,0,13,112,30.0
1019726:0121,121,1019726,DEBUG,1,50,2025-12-10T11:07:45.358000,2025-12-10T11:07:47.358000,backspace+2s,2025-12-10T11:04:20.418000,2025-12-10T11:13:11.594000,1,1,0,0,2,1,0,1,4,1,0,3,4,1,0,3,14,5,0,3,51,2.0
1023146:0122,122,1023146,DEBUG,1,330,2025-12-11T11:14:23.270000,2025-12-11T11:14:25.270000,backspace+2s,2025-12-11T11:10:04.984000,2025-12-11T11:18:39.853000,2,2,0,0,2,2,0,0,2,2,0,0,10,2,0,1,88,2,0,1,331,2.0
1208311:0123,123,1208311,IDLE,0,139,2025-12-30T09:52:34.639000,2025-12-30T09:53:04.639000,pause_start+30s,2025-12-30T09:51:01.652000,2025-12-30T10:05:22.576000,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,2,136,0,0,5,140,30.0
1360912:0124,124,1360912,DEBUG,1,66,2026-01-09T10:31:12.290000,2026-01-09T10:31:14.290000,backspace+2s,2026-01-09T10:22:57.663000,2026-01-09T10:46:28.370000,6,2,0,0,6,2,0,0,6,2,0,0,6,2,0,0,23,2,0,0,67,2.0
1111461:0125,125,1111461,IDLE,1,11,2025-12-21T19:25:24.767000,2025-12-21T19:25:54.767000,pause_start+30s,2025-12-21T19:24:56.734000,2025-12-21T19:50:15.947000,0,0,0,0,0,0,0,0,1,0,0,1,12,0,0,1,12,0,0,1,12,30.0
1379358:0126,126,1379358,DEBUG,1,699,2026-01-09T21:11:01.785000,2026-01-09T21:11:03.785000,backspace+2s,2026-01-09T21:01:23.806000,2026-01-09T21:14:10.264000,6,6,0,0,6,6,0,0,12,6,0,0,46,6,0,2,80,6,0,5,700,2.0
1248377:0127,127,1248377,IDLE,1,57,2026-01-03T23:39:47.647000,2026-01-03T23:40:17.647000,pause_start+30s,2026-01-03T23:39:35.143000,2026-01-03T23:52:54.176000,0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,14,58,0,0,14,58,30.0
1360456:0128,128,1360456,DEBUG,1,102,2026-01-09T10:15:20.261000,2026-01-09T10:15:22.261000,backspace+2s,2026-01-09T09:54:54.531000,2026-01-09T10:20:41.305000,6,6,0,0,16,16,0,0,30,16,0,0,34,16,0,1,34,16,0,1,103,2.0
1437367:0129,129,1437367,IDLE,1,886,2026-03-26T20:25:18.207000,2026-03-26T20:25:48.207000,pause_start+30s,2026-03-26T20:14:47.954000,2026-03-26T20:38:26.576000,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,1,67,0,0,2,887,30.0
1036863:0130,130,1036863,DEBUG,1,82,2025-12-12T11:19:14.104000,2025-12-12T11:19:16.104000,backspace+2s,2025-12-12T11:11:48.928000,2025-12-12T11:36:59.179000,1,1,0,0,2,1,0,0,5,1,0,0,14,1,0,0,30,1,0,0,83,2.0
1251278:0131,131,1251278,IDLE,1,168,2026-01-04T08:45:41.621000,2026-01-04T08:46:11.621000,pause_start+30s,2026-01-04T08:42:32.657000,2026-01-04T09:03:26.905000,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,2,72,0,0,4,169,30.0
1435338:0132,132,1435338,IDLE,1,138,2026-03-25T22:01:34.747000,2026-03-25T22:02:04.747000,pause_start+30s,2026-03-25T22:00:32.190000,2026-03-25T22:23:24.627000,0,0,0,0,0,0,0,0,1,0,0,0,47,0,0,2,139,0,0,7,139,30.0
996215:0133,133,996215,IDLE,0,17,2025-12-07T08:58:00.860000,2025-12-07T08:58:30.860000,pause_start+30s,2025-12-07T08:57:43.691000,2025-12-07T09:24:30.710000,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,1,18,0,0,1,18,30.0
1213646:0134,134,1213646,IDLE,0,52,2025-12-30T15:42:53.934000,2025-12-30T15:43:23.934000,pause_start+30s,2025-12-30T15:42:22.304000,2025-12-30T16:07:12.980000,0,0,0,0,0,0,0,0,1,0,0,1,48,0,0,2,53,0,0,2,53,30.0
1355810:0135,135,1355810,IDLE,1,338,2026-01-08T22:57:23.751000,2026-01-08T22:57:53.751000,pause_start+30s,2026-01-08T22:53:28.130000,2026-01-08T23:21:11.892000,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,2,84,0,0,5,339,30.0
1368904:0136,136,1368904,DEBUG,1,384,2026-01-09T16:53:48.460000,2026-01-09T16:53:50.460000,backspace+2s,2026-01-09T16:34:30.680000,2026-01-09T16:58:24.926000,5,1,0,0,5,1,0,0,7,1,0,0,22,1,0,1,39,1,0,1,385,2.0
1138564:0137,137,1138564,IDLE,0,33,2025-12-24T12:32:57.672000,2025-12-24T12:33:27.672000,pause_start+30s,2025-12-24T12:32:56.125000,2025-12-24T12:52:16.160000,0,0,0,0,0,0,0,0,2,0,0,0,34,0,0,0,34,0,0,0,34,30.0
1296491:0138,138,1296491,DEBUG,1,295,2026-01-06T17:57:30.367000,2026-01-06T17:57:32.367000,backspace+2s,2026-01-06T17:51:45.114000,2026-01-06T18:03:26.472000,12,4,0,0,14,5,0,0,14,5,0,0,14,5,0,0,36,5,0,1,296,2.0
1158328:0139,139,1158328,IDLE,1,3,2025-12-25T20:17:33.198000,2025-12-25T20:18:03.198000,pause_start+30s,2025-12-25T20:17:16.217000,2025-12-25T20:30:35.748000,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,4,30.0
1431974:0140,140,1431974,IDLE,0,104,2026-03-24T21:29:19.746000,2026-03-24T21:29:49.746000,pause_start+30s,2026-03-24T21:27:58.590000,2026-03-24T21:47:27.528000,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,1,105,0,0,7,105,30.0
1334049:0141,141,1334049,DEBUG,1,410,2026-01-08T11:18:03.382000,2026-01-08T11:18:05.382000,backspace+2s,2026-01-08T11:09:31.100000,2026-01-08T11:31:01.811000,1,1,0,0,1,1,0,0,12,1,0,1,18,1,0,2,19,1,0,2,411,2.0
1009211:0142,142,1009211,DEBUG,1,421,2025-12-08T21:06:47.472000,2025-12-08T21:06:49.472000,backspace+2s,2025-12-08T20:50:50.107000,2025-12-08T21:08:36.733000,27,27,0,0,27,27,0,0,27,27,0,0,27,27,0,0,27,27,0,0,422,2.0
1379358:0143,143,1379358,DEBUG,1,699,2026-01-09T21:11:01.785000,2026-01-09T21:11:03.785000,backspace+2s,2026-01-09T21:01:23.806000,2026-01-09T21:14:10.264000,6,6,0,0,6,6,0,0,12,6,0,0,46,6,0,2,80,6,0,5,700,2.0
1412213:0144,144,1412213,IDLE,0,71,2026-02-04T09:22:48.230000,2026-02-04T09:23:18.230000,pause_start+30s,2026-02-04T09:22:07.723000,2026-02-04T09:31:41.899000,0,0,0,0,0,0,0,0,1,0,0,1,38,0,0,2,72,0,0,7,72,30.0
1402656:0145,145,1402656,IDLE,1,519,2026-01-11T15:12:32.119000,2026-01-11T15:13:02.119000,pause_start+30s,2026-01-11T15:10:02.971000,2026-01-11T15:24:38.567000,0,0,0,0,0,0,0,0,1,0,0,1,277,0,0,3,425,0,0,4,520,30.0
1167850:0146,146,1167850,DEBUG,1,269,2025-12-26T14:11:32.553000,2025-12-26T14:11:34.553000,backspace+2s,2025-12-26T14:06:09.966000,2025-12-26T14:20:23.108000,1,1,0,0,1,1,0,0,1,1,0,0,4,1,0,0,4,1,0,0,270,2.0
1129221:0147,147,1129221,IDLE,1,77,2025-12-23T18:57:49.776000,2025-12-23T18:58:19.776000,pause_start+30s,2025-12-23T18:57:05.493000,2025-12-23T19:25:43.896000,0,0,0,0,0,0,0,0,1,0,0,0,49,0,0,2,78,0,0,4,78,30.0
1368147:0148,148,1368147,IDLE,0,142,2026-01-09T16:18:12.358000,2026-01-09T16:18:42.358000,pause_start+30s,2026-01-09T16:15:47.849000,2026-01-09T16:39:00.845000,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,1,67,0,0,5,143,30.0
1225069:0149,149,1225069,DEBUG,1,541,2025-12-31T15:22:28.902000,2025-12-31T15:22:30.902000,backspace+2s,2025-12-31T15:10:03.669000,2025-12-31T15:27:02.518000,4,4,0,0,4,4,0,0,11,5,0,1,31,5,0,1,42,5,0,1,542,2.0
1219570:0150,150,1219570,IDLE,1,40,2025-12-30T21:13:15.798000,2025-12-30T21:13:45.798000,pause_start+30s,2025-12-30T21:12:32.576000,2025-12-30T21:26:21.291000,0,0,0,0,0,0,0,0,1,0,0,1,30,0,0,4,41,0,0,4,41,30.0
1077394:0151,151,1077394,IDLE,1,12,2025-12-18T10:00:51.958000,2025-12-18T10:01:21.958000,pause_start+30s,2025-12-18T10:00:51.167000,2025-12-18T10:13:12.203000,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,13,0,0,0,13,30.0
1114878:0152,152,1114878,DEBUG,0,404,2025-12-22T13:34:29.122000,2025-12-22T13:34:31.122000,backspace+2s,2025-12-22T13:19:45.192000,2025-12-22T13:37:37.830000,4,4,0,0,14,4,0,1,37,4,0,1,82,4,0,3,142,4,0,6,405,2.0
1366530:0153,153,1366530,NORMAL,0,210,,2026-01-09T15:22:38.464000,session_midpoint,2026-01-09T15:15:14.864000,2026-01-09T15:35:43.282000,8,0,0,1,12,0,0,2,14,0,0,3,27,0,0,3,79,0,0,9,210,1.035
1150469:0154,154,1150469,NORMAL,0,341,,2025-12-25T14:35:26.894000,session_midpoint,2025-12-25T14:28:59.669000,2025-12-25T14:43:24.210000,11,0,0,1,22,0,0,1,58,0,0,3,98,0,0,4,162,0,0,9,341,0.211
1439761:0155,155,1439761,NORMAL,0,519,,2026-03-27T21:40:50.164000,session_midpoint,2026-03-27T21:30:04.519000,2026-03-27T21:57:34.109000,4,0,0,0,12,0,0,0,22,0,0,0,22,0,0,0,102,0,0,5,519,0.416
1090065:0156,156,1090065,NORMAL,0,402,,2025-12-19T10:43:15.909000,session_midpoint,2025-12-19T10:35:06.483000,2025-12-19T10:59:57.176000,13,0,0,0,13,0,0,0,35,0,0,1,77,0,0,4,77,0,0,4,402,0.043
1165335:0157,157,1165335,NORMAL,0,160,,2025-12-26T09:22:45.660000,session_midpoint,2025-12-26T09:16:21.858000,2025-12-26T09:30:15.159000,6,0,0,1,10,0,0,1,34,0,0,2,42,0,0,2,42,0,0,2,162,0.18
1379358:0158,158,1379358,NORMAL,0,448,,2026-01-09T21:07:01.178000,session_midpoint,2026-01-09T21:01:23.806000,2026-01-09T21:14:10.264000,4,0,0,0,6,0,0,0,43,0,0,2,88,0,0,4,177,0,0,9,448,0.245
1355810:0159,159,1355810,NORMAL,0,459,,2026-01-08T23:01:40.211000,session_midpoint,2026-01-08T22:53:28.130000,2026-01-08T23:21:11.892000,8,0,0,1,10,0,0,1,30,0,0,2,76,0,0,4,100,0,4,6,459,0.779
1106979:0160,160,1106979,NORMAL,0,467,,2025-12-21T12:53:51.694000,session_midpoint,2025-12-21T12:48:25.544000,2025-12-21T13:13:03.720000,9,0,0,1,18,0,0,1,47,0,0,2,52,0,0,3,137,0,0,6,467,2.503
1218084:0161,161,1218084,NORMAL,0,276,,2025-12-30T20:13:25.355000,session_midpoint,2025-12-30T20:10:40.337000,2025-12-30T20:22:30.275000,10,0,0,0,15,0,0,0,43,0,0,0,57,0,0,2,181,0,0,4,275,0.72
1162277:0162,162,1162277,NORMAL,0,213,,2025-12-26T08:23:20.485000,session_midpoint,2025-12-26T08:19:27.933000,2025-12-26T08:37:14.120000,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,73,0,0,4,213,30.165
1382435:0163,163,1382435,NORMAL,0,285,,2026-01-09T21:50:49.966000,session_midpoint,2026-01-09T21:46:01.812000,2026-01-09T22:05:19.257000,1,0,0,1,1,0,0,1,26,0,0,2,65,0,0,3,92,0,0,5,285,1.786
1340459:0164,164,1340459,NORMAL,1,49,,2026-01-08T15:16:52.725000,session_midpoint,2026-01-08T15:15:39.469000,2026-01-08T15:20:19.100000,7,7,0,0,7,7,0,0,12,7,3,0,18,8,7,0,49,24,7,0,49,0.887
1139243:0165,165,1139243,NORMAL,0,281,,2025-12-24T14:16:57.930000,session_midpoint,2025-12-24T14:10:04.978000,2025-12-24T14:25:57.235000,3,0,0,0,6,0,0,0,11,0,0,0,30,0,0,2,46,0,0,2,281,1.25
1283120:0166,166,1283120,NORMAL,0,288,,2026-01-05T22:37:47.857000,session_midpoint,2026-01-05T22:29:57.473000,2026-01-05T22:45:34.858000,2,0,0,2,18,0,0,2,32,0,0,2,32,0,0,2,32,0,0,2,288,1.348
1090098:0167,167,1090098,NORMAL,0,402,,2025-12-19T10:43:15.909000,session_midpoint,2025-12-19T10:35:06.483000,2025-12-19T10:59:57.176000,13,0,0,0,13,0,0,0,35,0,0,1,77,0,0,4,77,0,0,4,402,0.043
1100347:0168,168,1100347,NORMAL,1,106,,2025-12-20T15:37:18.378000,session_midpoint,2025-12-20T15:34:03.597000,2025-12-20T15:48:52.170000,4,0,0,0,7,0,0,0,35,0,0,1,78,0,0,2,97,0,0,3,106,0.046
1009211:0169,169,1009211,NORMAL,0,276,,2025-12-08T20:54:25.186000,session_midpoint,2025-12-08T20:50:50.107000,2025-12-08T21:08:36.733000,7,0,0,0,22,0,0,1,41,0,0,2,96,0,0,5,205,0,0,8,276,0.224
1036863:0170,170,1036863,NORMAL,0,143,,2025-12-12T11:23:20.347000,session_midpoint,2025-12-12T11:11:48.928000,2025-12-12T11:36:59.179000,2,0,0,0,3,0,0,1,8,0,0,1,24,0,0,2,39,0,0,5,143,4.364
1310273:0171,171,1310273,NORMAL,0,282,,2026-01-07T10:19:50.470000,session_midpoint,2026-01-07T10:15:01.773000,2026-01-07T10:35:31.636000,6,0,0,0,9,0,0,0,20,0,0,0,57,0,0,0,95,0,0,0,282,2.933
1009217:0172,172,1009217,NORMAL,0,276,,2025-12-08T20:54:25.186000,session_midpoint,2025-12-08T20:50:50.107000,2025-12-08T21:08:36.733000,7,0,0,0,22,0,0,1,41,0,0,2,96,0,0,5,205,0,0,8,276,0.224
1338946:0173,173,1338946,NORMAL,0,319,,2026-01-08T14:30:32.719000,session_midpoint,2026-01-08T14:20:33.978000,2026-01-08T14:47:14.604000,15,0,0,0,23,0,0,0,36,0,0,1,63,0,0,1,104,0,0,1,319,0.136
1110599:0174,174,1110599,NORMAL,0,271,,2025-12-21T16:59:15.769000,session_midpoint,2025-12-21T16:54:12.928000,2025-12-21T17:17:12.290000,4,0,0,0,5,0,0,0,19,0,0,1,34,0,0,1,82,0,0,4,271,1.794
1360456:0175,175,1360456,NORMAL,0,98,,2026-01-09T10:15:19.467000,session_midpoint,2026-01-09T09:54:54.531000,2026-01-09T10:20:41.305000,8,8,0,0,11,11,0,0,29,11,0,1,29,11,0,1,29,11,0,1,98,1.866
1421900:0176,176,1421900,NORMAL,0,282,,2026-03-17T19:18:54.844000,session_midpoint,2026-03-17T19:07:40.677000,2026-03-17T19:31:34.116000,7,0,0,0,10,0,0,0,30,0,0,1,41,0,0,2,55,0,0,3,282,0.095
1016399:0177,177,1016399,NORMAL,0,181,,2025-12-10T08:22:13.900000,session_midpoint,2025-12-10T08:17:55.417000,2025-12-10T08:31:08.227000,3,0,0,0,6,0,0,0,18,0,0,1,58,0,0,6,81,0,0,11,181,1.045
1368147:0178,178,1368147,NORMAL,0,352,,2026-01-09T16:23:51.837000,session_midpoint,2026-01-09T16:15:47.849000,2026-01-09T16:39:00.845000,3,0,0,0,3,0,0,0,37,0,0,2,56,0,0,4,78,0,0,7,351,0.899
1121878:0179,179,1121878,NORMAL,0,233,,2025-12-22T21:44:54.757000,session_midpoint,2025-12-22T21:41:09.461000,2025-12-22T21:51:24.753000,4,0,0,1,11,0,0,2,23,0,0,2,65,0,0,6,106,0,0,10,233,0.312
1440343:0180,180,1440343,NORMAL,0,291,,2026-03-28T09:41:12.987000,session_midpoint,2026-03-28T09:35:49.918000,2026-03-28T09:53:55.490000,8,0,0,0,17,0,0,0,50,0,0,2,74,0,0,2,146,0,0,6,291,0.56
1072733:0181,181,1072733,NORMAL,0,409,,2025-12-17T15:22:17.400000,session_midpoint,2025-12-17T15:06:24.625000,2025-12-17T15:31:03.588000,13,0,0,1,22,0,0,1,31,0,0,1,31,0,0,1,37,0,0,2,411,0.108
1438301:0182,182,1438301,NORMAL,0,821,,2026-03-27T12:40:06.594000,session_midpoint,2026-03-27T12:31:17.581000,2026-03-27T12:51:21.869000,20,0,0,0,21,0,0,1,43,0,0,3,86,0,0,4,212,0,0,10,821,0.314
