candidate_id,solution_id,candidate_type,trigger_time,problem_id,judge,events_before,event_index,current_idle_s,keys_5s,text_keys_5s,modifier_keys_5s,clipboard_ops_5s,pause_count_5s,pause_total_5s,pause_p90_5s,backspace_5s,enter_5s,control_5s,row_changes_5s,column_changes_5s,keys_10s,text_keys_10s,modifier_keys_10s,clipboard_ops_10s,pause_count_10s,pause_total_10s,pause_p90_10s,backspace_10s,enter_10s,control_10s,row_changes_10s,column_changes_10s,keys_30s,text_keys_30s,modifier_keys_30s,clipboard_ops_30s,pause_count_30s,pause_total_30s,pause_p90_30s,backspace_30s,enter_30s,control_30s,row_changes_30s,column_changes_30s,keys_60s,text_keys_60s,modifier_keys_60s,clipboard_ops_60s,pause_count_60s,pause_total_60s,pause_p90_60s,backspace_60s,enter_60s,control_60s,row_changes_60s,column_changes_60s,keys_120s,text_keys_120s,modifier_keys_120s,clipboard_ops_120s,pause_count_120s,pause_total_120s,pause_p90_120s,backspace_120s,enter_120s,control_120s,row_changes_120s,column_changes_120s,outcome_keys_30s,outcome_text_keys_30s,outcome_backspace_30s,outcome_enter_30s,outcome_keys_60s,outcome_text_keys_60s,outcome_backspace_60s,outcome_enter_60s,outcome_keys_120s,outcome_text_keys_120s,outcome_backspace_120s,outcome_enter_120s,outcome_continued_input_120s,outcome_next_event_s
1398659-idle-0007,1398659,idle_30s,2026-01-10T18:01:05.829000,2277,CE,8,7,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,8,2,6,2,1,2.389,1.257,0,0,6,0,0,8,2,6,2,1,2.389,1.257,0,0,6,0,0,8,1,0,0,8,1,0,0,10,2,0,0,1,23.156
1398659-idle-0015,1398659,idle_30s,2026-01-10T18:01:59.665000,2277,CE,16,15,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,8,1,7,1,0,0.0,0.22,0,0,7,0,0,16,3,13,3,2,55.545,1.635,0,0,13,0,0,0,0,0,0,2,1,0,0,16,4,0,0,1,45.901
1398659-idle-0017,1398659,idle_30s,2026-01-10T18:03:16.380000,2277,CE,18,17,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,0.0,0.814,0,0,1,0,0,10,2,8,2,1,75.901,15.831,0,0,8,0,0,14,3,0,0,14,3,0,0,19,5,0,0,1,5.149
1398659-idle-0031,1398659,idle_30s,2026-01-10T18:04:10.900000,2277,CE,32,31,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,14,3,11,3,2,17.34,2.893,0,0,11,1,1,16,4,12,4,3,52.489,9.745,0,0,12,2,2,5,2,0,0,5,2,0,0,5,2,0,0,1,24.773
1398659-idle-0036,1398659,idle_30s,2026-01-10T18:05:10.670000,2277,CE,37,36,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,5,2,3,1,1,4.293,3.156,0,0,3,0,0,19,5,14,4,4,76.406,7.218,0,0,14,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,109.487
1398659-idle-0042,1398659,idle_30s,2026-01-10T18:07:44.541000,2277,CE,43,42,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,6,2,4,2,1,13.826,8.491,0,0,4,1,1,6,2,4,2,1,13.826,8.491,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,159.084
1398659-idle-0051,1398659,idle_30s,2026-01-10T18:11:18.790000,2277,CE,52,51,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,9,3,6,3,2,23.931,8.965,0,0,6,0,0,9,3,6,3,2,23.931,8.965,0,0,6,0,0,0,0,0,0,7,1,0,0,9,2,0,0,1,52.175
1398659-idle-0058,1398659,idle_30s,2026-01-10T18:12:41.601000,2277,CE,59,58,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,7,1,6,1,0,0.0,0.267,0,0,6,0,0,10,2,8,2,1,82.175,16.837,0,0,8,0,0,2,1,0,0,2,1,0,0,2,1,0,0,1,19.286
1398659-idle-0060,1398659,idle_30s,2026-01-10T18:13:31.277000,2277,CE,61,60,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,0.0,0.39,0,0,1,0,0,9,2,7,2,1,49.286,15.137,0,0,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,116.241
1409978-idle-0014,1409978,idle_30s,2026-01-22T21:48:23.794000,1723,WA,15,14,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,15,2,13,2,0,0.0,0.046,0,0,13,0,0,15,2,13,2,0,0.0,0.046,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,568.043
1409978-idle-0016,1409978,idle_30s,2026-01-22T21:58:22.581000,1723,WA,17,16,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,0.0,0.744,0,0,1,1,1,2,1,1,1,0,0.0,0.744,0,0,1,1,1,0,0,0,0,5,3,0,0,17,4,0,0,1,44.097
1409978-idle-0021,1409978,idle_30s,2026-01-22T21:59:46.140000,1723,WA,22,21,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0,0,1,0,0,5,3,2,3,1,8.553,6.233,0,0,2,3,2,7,4,3,4,2,82.65,41.325,0,0,3,5,4,12,1,0,0,12,1,0,0,12,1,0,0,1,3.844
1422860-idle-0002,1422860,idle_30s,2026-03-23T11:50:11.649000,1016,AC,3,2,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,3,0,3,0,2,23.107,15.961,0,0,0,0,0,3,0,3,0,2,23.107,15.961,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,50.783
1422860-idle-0003,1422860,idle_30s,2026-03-23T11:51:32.432000,1016,AC,4,3,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,3,0,3,0,2,86.827,73.309,0,0,0,0,0,1,0,0,0,1,0,0,0,62,1,0,0,1,16.877
1422860-idle-0004,1422860,idle_30s,2026-03-23T11:52:19.309000,1016,AC,5,4,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,2,0,2,0,1,46.877,46.877,0,0,0,0,0,0,0,0,0,61,1,0,0,64,2,0,0,1,34.605
1422860-idle-0065,1422860,idle_30s,2026-03-23T11:53:26.730000,1016,AC,66,65,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,61,1,60,1,0,0.0,0.048,0,0,60,0,0,62,1,61,1,1,64.605,0.05,0,0,60,0,0,1,0,0,0,3,1,0,0,3,1,0,0,1,16.66
1422860-idle-0068,1422860,idle_30s,2026-03-23T11:54:37.834000,1016,AC,69,68,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,1,2,1,1,24.324,21.904,0,0,1,1,1,64,2,62,2,2,70.984,0.112,0,0,61,2,2,0,0,0,0,0,0,0,0,43,37,0,0,1,80.154
1422860-idle-0118,1422860,idle_30s,2026-03-23T11:57:19.366000,1016,AC,119,118,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,32,28,4,1,2,17.383,1.542,0,0,1,3,29,50,42,8,3,6,33.341,2.798,0,0,3,4,42,19,2,0,0,19,2,0,0,19,2,0,0,1,11.504
1423437-idle-0032,1423437,idle_30s,2026-03-23T13:14:04.834000,1263,AC,33,32,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,27,2,25,2,2,27.471,0.36,0,0,25,3,3,33,2,31,2,2,27.471,0.36,0,0,31,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,167.879
1428909-idle-0066,1428909,idle_30s,2026-03-24T11:54:22.925000,1147,AC,67,66,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,64,55,9,0,1,2.095,0.748,0,2,0,1,53,67,56,11,1,2,12.861,0.818,0,2,2,3,55,20,18,0,4,59,53,0,4,73,66,0,5,1,15.633
1428909-idle-0125,1428909,idle_30s,2026-03-24T11:55:50.958000,1147,AC,126,125,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,39,35,4,0,2,7.048,1.364,0,0,0,0,34,61,55,6,0,4,65.732,1.46,0,4,0,4,54,7,6,0,1,68,63,0,3,79,71,0,5,1,27.225
1428909-idle-0204,1428909,idle_30s,2026-03-24T11:57:52.770000,1147,AC,205,204,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,8,6,2,0,2,27.94,12.022,0,2,0,3,5,79,71,8,0,5,37.262,1.8,0,5,0,6,69,29,27,0,0,72,67,0,1,72,67,0,1,1,8.766
1429511-idle-0056,1429511,idle_30s,2026-03-24T14:03:14.550000,1328,AC,57,56,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,57,53,4,0,0,0.0,0.445,0,4,0,4,52,57,53,4,0,0,0.0,0.445,0,4,0,4,52,0,0,0,0,18,17,0,1,75,67,0,5,1,52.016
1429511-idle-0130,1429511,idle_30s,2026-03-24T14:05:08.360000,1328,AC,131,130,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,69,61,8,0,2,6.02,0.779,0,4,0,8,62,74,66,8,0,3,10.174,0.871,0,4,0,8,67,40,30,0,3,115,93,0,5,189,157,0,9,1,5.757
1429511-idle-0445,1429511,idle_30s,2026-03-24T14:09:04.180000,1328,AC,446,445,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,65,62,3,0,0,0.0,1.324,0,3,0,4,59,136,126,10,0,3,35.819,1.138,0,4,0,6,123,0,0,0,0,3,3,0,0,3,3,0,0,1,57.186
1429511-idle-0448,1429511,idle_30s,2026-03-24T14:10:31.846000,1328,AC,449,448,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0.0,0.262,0,0,0,0,2,5,5,0,0,1,87.186,61.448,0,0,0,1,4,0,0,0,0,0,0,0,0,21,16,0,1,1,78.566
1429511-idle-0458,1429511,idle_30s,2026-03-24T14:12:22.379000,1328,AC,459,458,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,10,10,0,0,0,0.0,0.35,0,1,0,1,9,10,10,0,0,0,0.0,0.35,0,1,0,1,9,20,10,0,0,20,10,0,0,20,10,0,0,1,0.298
1429511-idle-0478,1429511,idle_30s,2026-03-24T14:13:12.181000,1328,AC,479,478,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,20,10,10,2,2,13.471,2.557,0,0,2,0,8,30,20,10,2,3,43.769,2.557,0,1,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,339.627
1432485-idle-0067,1432485,idle_30s,2026-03-25T10:32:20.181000,2298,AC,68,67,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,0,68,61,7,0,0,0.0,0.443,0,4,0,5,59,68,61,7,0,0,0.0,0.443,0,4,0,5,59,0,0,0,0,34,30,0,2,96,75,0,3,1,44.576
1432485-idle-0163,1432485,idle_30s,2026-03-25T10:34:15.298000,2298,AC,164,163,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,69,51,18,0,3,12.432,0.629,0,2,0,1,52,96,75,21,0,4,14.724,0.732,0,3,0,2,77,50,45,0,3,95,84,0,4,134,119,0,7,1,7.405
1432485-idle-0258,1432485,idle_30s,2026-03-25T10:35:40.467000,2298,AC,259,258,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,46,40,6,0,1,2.495,1.296,0,1,0,1,40,110,97,13,0,3,45.021,1.033,0,4,0,5,100,27,24,0,2,94,85,0,5,162,135,0,7,1,20.832
1432485-idle-0660,1432485,idle_30s,2026-03-25T10:40:12.868000,2298,AC,661,660,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,0,49,46,3,0,4,12.262,1.23,0,4,0,6,46,179,167,12,0,6,23.618,0.856,0,14,0,18,164,96,23,0,3,130,56,0,5,158,81,0,5,1,6.716
1432485-idle-0818,1432485,idle_30s,2026-03-25T10:41:56.200000,2298,AC,819,818,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,40,36,4,0,2,17.513,0.82,0,0,0,2,35,158,81,77,0,6,32.408,0.93,0,5,0,9,80,0,0,0,0,0,0,0,0,3,1,0,0,1,90.908
1432485-idle-0821,1432485,idle_30s,2026-03-25T10:43:58.144000,2298,AC,822,821,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,1,2,1,0,0.0,0.696,0,0,2,1,1,3,1,2,1,0,0.0,0.696,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,79.541
1432485-idle-0824,1432485,idle_30s,2026-03-25T10:45:48.604000,2298,AC,825,824,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,1,2,1,0,0.0,0.693,0,0,2,1,1,3,1,2,1,0,0.0,0.693,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,166.966
1432485-idle-0853,1432485,idle_30s,2026-03-25T10:49:11.909000,2298,AC,854,853,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,29,2,27,2,1,2.162,0.499,0,0,27,6,5,29,2,27,2,1,2.162,0.499,0,0,27,6,5,0,0,0,0,3,1,0,0,31,27,0,0,1,55.276
1432485-idle-0856,1432485,idle_30s,2026-03-25T10:50:38.890000,2298,AC,857,856,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,1,2,1,0,0.0,1.019,0,0,2,1,1,25,2,23,2,1,85.276,0.936,0,0,23,6,6,23,22,0,0,28,26,0,0,30,28,0,0,1,20.9
1432485-idle-0884,1432485,idle_30s,2026-03-25T10:51:40.573000,2298,AC,885,884,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,28,26,2,0,1,2.491,1.013,0,0,0,1,25,31,27,4,1,2,53.391,1.076,0,0,2,3,27,2,2,0,0,2,2,0,0,2,2,0,0,1,10.837
1440765-idle-0001,1440765,idle_30s,2026-03-28T11:34:48.282000,1100,AC,2,1,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,0.0,0.133,0,0,1,0,0,2,1,1,1,0,0.0,0.133,0,0,1,0,0,0,0,0,0,20,17,0,0,21,18,0,1,1,50.347
1440765-idle-0022,1440765,idle_30s,2026-03-28T11:36:18.560000,1100,AC,23,22,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,0,21,18,3,0,1,3.942,0.708,0,1,2,2,19,21,18,3,0,1,3.942,0.708,0,1,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,1,170.103
1440765-idle-0166,1440765,idle_30s,2026-03-28T11:41:23.149000,1100,AC,167,166,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,35,31,4,0,5,15.221,2.431,0,1,0,2,30,98,85,13,0,9,49.363,1.751,0,4,0,7,85,33,29,0,1,70,61,0,4,91,77,0,5,1,4.01
1440765-idle-0236,1440765,idle_30s,2026-03-28T11:42:37.525000,1100,AC,237,236,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,57,49,8,0,2,7.373,1.006,0,4,1,6,49,91,79,12,0,7,55.2,1.574,0,5,1,9,79,21,16,0,1,21,16,0,1,22,17,0,1,1,10.736
1440765-idle-0257,1440765,idle_30s,2026-03-28T11:43:25.455000,1100,AC,258,257,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,21,16,5,0,0,0.0,0.957,0,1,0,2,14,91,77,14,0,5,57.078,1.295,0,5,1,10,76,1,1,0,0,1,1,0,0,1,1,0,0,1,24.032
1440765-idle-0258,1440765,idle_30s,2026-03-28T11:44:19.487000,1100,AC,259,258,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,22,17,5,0,1,54.032,1.082,0,1,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,166.391
1440765-idle-0264,1440765,idle_30s,2026-03-28T11:47:42.380000,1100,AC,265,264,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,6,4,2,2,1,5.225,3.33,0,0,2,2,2,6,4,2,2,1,5.225,3.33,0,0,2,2,2,0,0,0,0,0,0,0,0,11,10,0,1,1,64.46
1461241-idle-0000,1461241,idle_30s,2026-05-20T13:13:34.966000,2437,AC,1,0,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1155.255
1461241-idle-0470,1461241,idle_30s,2026-05-20T13:39:26.128000,2437,AC,471,470,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,34,27,7,0,1,5.919,1.681,0,1,0,1,28,123,104,19,0,7,25.922,1.594,0,5,0,5,107,0,0,0,0,1,1,0,0,11,9,0,0,1,45.099
1461241-idle-0474,1461241,idle_30s,2026-05-20T13:41:21.326000,2437,AC,475,474,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,2,1,1,1,20.176,18.235,0,0,1,2,2,4,3,1,1,2,39.328,19.971,0,0,1,3,3,7,6,0,0,11,10,0,0,11,10,0,0,1,0.568
1461898-idle-0083,1461898,idle_30s,2026-05-26T00:10:14.356000,1184,AC,84,83,30.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,14,8,6,6,3,23.009,8.66,0,2,6,6,6,22,12,10,9,7,79.477,10.663,0,2,10,10,6,1,0,0,0,34,24,0,7,85,61,0,19,1,27.921
