duration_s,total_keys,keys_per_min,pause_P50,pause_P75,pause_P90,pause_P95,pause_P99,pause_mean,pause_std,long_pauses_30s,long_pauses_60s,bs_total,bs_ratio,bs_burst_count,bs_burst_max,bs_then_long_pause,enter_total,enter_ratio,ctrl_total,shift_total,row_changes,row_changes_ratio,burst_count,keys_per_burst,burst_len_mean,burst_len_std,char_count,char_ratio,solution_id,judge,problem_pass_rate,attempt_number,user_ac_rate,user_total_submissions,ac
1129.455,889,47.22631711754785,0.284,0.8145,2.2380000000000035,4.002499999999991,21.708959999999976,1.4036434676434677,6.2523127860394165,7,1,0,0.0,0,0,0,38,0.0427446569178852,26,169,78,0.0878378378378378,8,111.125,111.125,133.19106342018597,588,0.6614173228346457,1073544,AC,0.569,1,0.347,349,1
218.927,48,13.155069954825125,1.145,3.351,13.1056,24.103199999999976,45.11008000000007,4.892533333333334,10.190946152999404,1,0,0,0.0,0,0,0,2,0.0416666666666666,0,9,7,0.1489361702127659,2,24.0,24.0,22.0,35,0.7291666666666666,1073686,WA,0.653,5,0.311,366,0
374.701,70,11.208937259308088,0.94,2.651,13.1056,28.289799999999996,71.58023999999997,5.796923076923078,15.120543899769348,3,1,0,0.0,0,0,0,2,0.0285714285714285,0,22,8,0.1159420289855072,4,17.5,17.5,16.99264546796643,44,0.6285714285714286,1073725,WA,0.653,6,0.311,367,0
449.399,301,40.1870053115383,0.3945,1.72175,3.665599999999999,6.006850000000002,18.373329999999974,1.6284357142857142,3.511672384879388,1,0,0,0.0,0,0,0,9,0.0299003322259136,3,93,23,0.0766666666666666,2,150.5,150.5,146.5,183,0.6079734219269103,1073824,AC,0.502,1,0.49,302,1
470.63,357,45.51346068036462,0.3525,0.73675,1.4187999999999998,3.2716499999999824,11.937150000000068,1.425874251497006,9.803239774991926,2,1,0,0.0,0,0,0,18,0.0504201680672268,1,61,26,0.0730337078651685,3,119.0,119.0,23.25224003546038,265,0.742296918767507,1074005,AC,0.761,1,0.384,485,1
1506.552,690,27.47996750195148,0.353,0.889,1.9844,3.009799999999996,25.37695999999996,2.350451313755796,24.15860472988713,5,3,0,0.0,0,0,0,33,0.0478260869565217,1,117,41,0.0595065312046444,6,115.0,115.0,77.02380584382121,412,0.5971014492753624,1074062,WA,0.402,1,0.397,353,0
1712.332,724,25.368912103493948,0.351,0.88,1.9832000000000003,3.048700000000004,28.524740000000037,2.544220913107511,24.393257135049573,6,4,0,0.0,0,0,0,34,0.0469613259668508,1,120,44,0.0608575380359612,7,103.42857142857144,103.42857142857144,76.7367618045282,438,0.6049723756906077,1074079,WA,0.402,3,0.394,355,0
184.74,260,84.44300097434233,0.292,0.73575,1.4495,2.9385999999999948,7.393469999999999,0.8040882352941177,1.6224277860003389,0,0,0,0.0,0,0,0,12,0.0461538461538461,5,70,17,0.0656370656370656,1,260.0,260.0,0.0,166,0.6384615384615384,1074100,AC,0.904,1,0.551,243,1
85.923,128,89.38235396808771,0.309,0.86,1.3006000000000002,1.7795999999999983,7.458839999999968,0.7405966386554622,1.4969032814241146,0,0,0,0.0,0,0,0,8,0.0625,0,17,7,0.0551181102362204,1,128.0,128.0,0.0,97,0.7578125,1074135,AC,0.575,1,0.72,164,1
1055.225,391,22.23222535478216,0.412,1.0515,2.77300000000001,11.34409999999999,45.990919999999946,2.8936893732970024,13.59560529697922,8,2,0,0.0,0,0,0,22,0.0562659846547314,3,51,41,0.1051282051282051,9,43.44444444444444,43.44444444444444,57.62929639054372,301,0.7698209718670077,1074353,NoData,0.463,1,0.534,266,0
65.345,43,39.48274542811232,0.446,1.417,2.6725999999999988,7.534799999999976,17.375280000000004,1.804432432432432,3.7708679876879487,0,0,0,0.0,0,0,0,1,0.0232558139534883,1,8,2,0.0476190476190476,1,43.0,43.0,0.0,31,0.7209302325581395,1074395,WA,0.391,3,0.414,355,0
456.423,372,48.90200537659145,0.551,1.209,2.684200000000001,4.342199999999999,12.812079999999998,1.2863221288515403,2.498101914723466,0,0,0,0.0,0,0,0,35,0.0940860215053763,8,58,46,0.1239892183288409,1,372.0,372.0,0.0,260,0.6989247311827957,1074534,AC,0.555,1,0.29,594,1
184.864,71,23.04396745715769,0.516,1.542,2.238,3.9365999999999977,44.10651999999932,2.687101449275361,13.276493459641776,1,1,0,0.0,0,0,0,0,0.0,0,9,1,0.0142857142857142,2,35.5,35.5,10.5,61,0.8591549295774648,1074861,WA,0.187,2,0.37,184,0
887.193,552,37.33122330766812,0.395,0.9585,1.9948,4.451599999999985,19.710279999999976,1.7127609942638622,10.964917705700332,3,1,0,0.0,0,0,0,24,0.0434782608695652,1,128,40,0.072595281306715,4,138.0,138.0,106.10372283760827,381,0.6902173913043478,1074959,TLE,0.492,1,0.271,597,0
270.342,191,42.39074949508401,0.4579999999999999,1.043,2.338699999999999,2.847949999999997,23.53518000000007,1.524438888888889,5.72797491572321,2,1,0,0.0,0,0,0,8,0.0418848167539267,0,37,13,0.0684210526315789,3,63.66666666666666,63.66666666666666,51.98931514156432,138,0.7225130890052356,1075044,WA,0.422,3,0.354,192,0
164.674,41,14.938605973013347,0.544,1.0295,16.91220000000002,26.941300000000005,37.73313999999997,4.223153846153847,9.531214762459518,2,0,0,0.0,0,0,0,1,0.024390243902439,4,5,9,0.225,3,13.666666666666666,13.666666666666666,9.46337971105226,30,0.7317073170731707,1075142,CE,0.307,6,0.454,295,0
662.603,210,19.015911488478014,0.478,1.2205,5.853400000000011,15.7987,40.5100400000002,3.34397487437186,12.594272924502476,5,2,0,0.0,0,0,0,13,0.0619047619047619,0,25,23,0.1100478468899521,6,35.0,35.0,45.79301256742124,165,0.7857142857142857,1075149,AC,0.235,3,0.444,187,1
572.861,67,7.017409109714224,0.6759999999999999,3.83225,8.950000000000001,25.814899999999994,168.99879000000004,9.256112903225803,32.50924221346453,3,2,7,0.1044776119402985,0,0,0,1,0.0149253731343283,5,0,18,0.2727272727272727,4,16.75,16.75,9.33742469849155,43,0.6417910447761194,1075176,AC,0.479,4,0.56,348,1
1311.126,731,33.452162492392034,0.337,0.934,3.32,8.004,22.357200000000063,1.913901591895803,7.882369330498623,5,3,0,0.0,0,0,0,34,0.0465116279069767,4,85,73,0.1,6,121.83333333333331,121.83333333333331,140.81834239741482,537,0.7346101231190151,1075214,WA,0.470,3,0.312,539,0
117.491,50,25.5338706794563,2.0685,3.3845,4.1551,7.0720999999999945,42.20150000000002,4.191928571428571,9.858788265619998,1,0,0,0.0,0,0,0,0,0.0,25,0,22,0.4489795918367347,2,25.0,25.0,17.0,23,0.46,1075292,WA,0.509,6,0.473,224,0
161.908,251,93.01578674308868,0.3625,0.697,1.2148000000000003,1.744849999999999,6.697689999999994,0.6966428571428572,1.5145408526341306,0,0,0,0.0,0,0,0,17,0.0677290836653386,0,29,20,0.08,1,251.0,251.0,0.0,194,0.7729083665338645,1075329,AC,0.831,1,0.558,353,1
704.919,163,13.873934452043429,0.34,1.836,4.32,10.893399999999984,116.60175999999868,5.165423357664234,27.263367682078705,4,2,0,0.0,0,0,0,1,0.0061349693251533,20,43,33,0.2037037037037037,5,32.6,32.6,33.452055243288115,77,0.4723926380368098,1075353,WA,0.172,11,0.372,379,0
724.53,380,31.46867624529005,0.46,1.276,2.4670000000000005,4.8300000000000045,33.8025600000003,1.998791780821918,9.361270846604862,4,1,0,0.0,0,0,0,22,0.0578947368421052,6,101,37,0.0976253298153034,5,76.0,76.0,62.893560878678194,220,0.5789473684210527,1075396,WA,0.502,2,0.556,356,0
427.873,195,27.344562522056776,0.523,1.06775,2.2365,4.9945,26.666300000000184,2.312311827956989,12.263154538539284,2,1,2,0.0102564102564102,0,0,0,11,0.0564102564102564,0,22,17,0.0876288659793814,3,65.0,65.0,19.61292091114087,149,0.764102564102564,1075476,WA,0.608,3,0.507,217,0
137.031,140,61.29999781071436,0.385,1.005,1.9914,3.0442,12.511320000000032,1.0364436090225562,2.071204489251059,0,0,0,0.0,0,0,0,10,0.0714285714285714,0,18,9,0.0647482014388489,1,140.0,140.0,0.0,109,0.7785714285714286,1075490,AC,0.408,3,0.274,321,1
515.677,173,20.12887912394774,0.2775,0.77725,2.0996,5.799149999999977,58.23294999999942,3.2028765432098765,18.11657943069577,4,2,0,0.0,0,0,0,7,0.0404624277456647,0,33,11,0.063953488372093,5,34.6,34.6,28.28851356999869,121,0.6994219653179191,1075506,AC,0.644,2,0.466,281,1
1136.637,771,40.6990094462876,0.361,0.874,1.8479999999999996,3.835599999999997,21.25096000000015,1.6074198047419803,8.706265100059996,6,4,4,0.0051880674448767,1,4,1,34,0.0440985732814526,2,195,56,0.0727272727272727,7,110.14285714285714,110.14285714285714,55.49112817489341,521,0.6757457846952011,1075527,AC,0.760,1,0.398,407,1
396.911,567,85.71191022672589,0.048,0.393,1.292,2.757,10.413000000000048,0.7554842883548983,3.9501715326045,1,1,0,0.0,0,0,0,12,0.0211640211640211,1,337,13,0.0229681978798586,2,283.5,283.5,226.5,206,0.3633156966490299,1075655,AC,0.661,11,0.258,508,1
315.026,273,51.995708290744254,0.4105,0.857,1.5442999999999996,3.616499999999993,20.42967999999999,1.285968,4.253540818538832,2,0,0,0.0,0,0,0,15,0.0549450549450549,2,33,24,0.088235294117647,3,91.0,91.0,102.12084344866462,211,0.7728937728937729,1075811,AC,0.555,1,0.401,317,1
1405.623,370,15.793708554854325,0.313,0.7545,2.0142,2.9540000000000006,94.32561999999942,3.972261971830986,26.13056437668438,8,6,0,0.0,0,0,0,16,0.0432432432432432,0,40,27,0.073170731707317,9,41.11111111111112,41.11111111111112,21.92636385949037,290,0.7837837837837838,1075826,AC,0.833,1,0.592,355,1
1009.399,629,37.38858469247542,0.337,1.012,2.739600000000001,5.084999999999996,20.58140000000017,1.7193844856661045,8.978920105649559,3,2,0,0.0,0,0,0,35,0.0556438791732909,2,147,53,0.0843949044585987,4,157.25,157.25,242.4307890924748,407,0.6470588235294118,1075905,AC,0.377,1,0.542,369,1
1548.716,315,12.203657739701791,0.462,1.296,3.363,13.9145,85.44890000000042,5.252929054054054,36.91215822136597,7,5,2,0.0063492063492063,0,0,0,17,0.0539682539682539,15,41,35,0.1114649681528662,8,39.375,39.375,42.46745077114942,209,0.6634920634920635,1075987,WA,0.392,1,0.601,148,0
138.562,151,65.38589223596657,0.034,0.04075,0.329,0.9725,20.44530000000023,0.9683767123287672,7.266139383205502,1,1,0,0.0,0,0,0,0,0.0,146,1,5,0.0333333333333333,2,75.5,75.5,73.5,4,0.0264900662251655,1076067,AC,0.653,4,0.36,272,1
117.489,331,169.03710134565787,0.1435,0.4255,1.098,1.47275,3.146449999999998,0.4031993464052287,0.661136209651227,0,0,0,0.0,0,0,0,15,0.0453172205438066,1,93,18,0.0545454545454545,1,331.0,331.0,0.0,206,0.622356495468278,1076072,TLE,0.336,1,0.415,393,0
281.768,541,115.2011583998183,0.178,0.511,1.1656,2.3199999999999994,5.675599999999979,0.6142832980972517,1.9332857690403404,0,0,0,0.0,0,0,0,24,0.044362292051756,35,117,64,0.1185185185185185,1,541.0,541.0,0.0,312,0.5767097966728281,1076099,TLE,0.336,3,0.412,396,0
1464.925,611,25.02517193712989,0.414,1.189,3.505000000000003,8.28429999999996,40.136579999999945,2.565683478260869,11.601054701256828,10,2,0,0.0,0,0,0,37,0.0605564648117839,6,86,76,0.1245901639344262,11,55.54545454545455,55.54545454545455,71.25799940595331,433,0.7086743044189853,1076129,WA,0.377,2,0.397,325,0
503.003,541,64.53241829571593,0.327,0.913,1.8696,3.706399999999999,8.621279999999986,1.019619801980198,3.147556444339156,1,0,0,0.0,0,0,0,21,0.0388170055452865,3,141,32,0.0592592592592592,2,270.5,270.5,235.5,360,0.6654343807763401,1076216,WA,0.606,1,0.431,313,0
508.58,305,35.982539620118764,0.2435,0.58575,1.4452999999999998,2.264200000000003,10.067689999999963,1.8423357142857144,14.63928774326651,2,2,0,0.0,0,0,0,14,0.0459016393442622,0,46,22,0.0723684210526315,3,101.66666666666669,101.66666666666669,136.01552199003692,201,0.659016393442623,1076280,AC,0.874,1,0.356,843,1
190.617,37,11.646390405892443,0.308,3.36525,4.6445,4.9324499999999984,96.20498000000023,5.617441176470589,23.63776862937684,1,1,0,0.0,0,0,0,0,0.0,0,0,9,0.25,2,18.5,18.5,17.5,37,1.0,1076348,AC,0.760,1,0.344,262,1
1485.891,401,16.192304819128722,0.482,1.148,2.7444,5.706599999999999,24.089479999999995,4.114509641873278,51.10688697809235,2,1,0,0.0,0,0,0,26,0.0648379052369077,17,44,37,0.0925,3,133.66666666666666,133.66666666666666,55.51176051572816,282,0.7032418952618454,1076411,AC,0.558,1,0.466,380,1
841.796,485,34.56894544521475,0.4215,0.9595,2.1737,5.523199999999997,16.51809999999997,1.8093589743589744,10.190124202804071,2,2,0,0.0,0,0,0,29,0.0597938144329896,5,69,46,0.0950413223140495,3,161.66666666666666,161.66666666666666,202.08469071709075,355,0.7319587628865979,1076613,AC,0.399,3,0.543,376,1
1079.889,740,41.11533685406556,0.255,0.8734999999999999,2.358,5.578549999999999,14.643699999999992,1.59500726744186,9.954572497110956,4,2,0,0.0,0,0,0,47,0.0635135135135135,18,219,87,0.1177266576454668,5,148.0,148.0,111.87314244267924,429,0.5797297297297297,1076623,AC,0.602,1,0.528,462,1
1216.922,885,43.63467831134617,0.266,0.786,1.8208000000000009,3.7876999999999934,29.218119999999924,1.4795832335329344,6.477162790291321,9,3,0,0.0,0,0,0,35,0.03954802259887,6,184,69,0.0780542986425339,10,88.5,88.5,129.7507225413408,628,0.7096045197740113,1076695,WA,0.735,1,0.405,566,0
234.267,40,10.244720767329586,0.204,0.759,13.94519999999998,42.59199999999999,85.15264000000003,6.3680270270270265,19.793178540320383,3,1,0,0.0,0,0,0,0,0.0,31,0,10,0.2564102564102564,4,10.0,10.0,8.689073598491383,9,0.225,1076814,WA,0.614,3,0.495,323,0
405.166,251,37.16995009452916,0.53,1.03775,1.9415,3.658049999999998,18.04320000000001,1.6779462809917356,7.6227817839167775,2,1,0,0.0,0,0,0,15,0.0597609561752988,0,40,21,0.084,3,83.66666666666667,83.66666666666667,70.02063188010295,192,0.7649402390438247,1076973,AC,0.874,1,0.256,289,1
290.111,295,61.01113022256998,0.034,0.4952499999999999,2.1399,3.2872500000000007,15.064569999999955,1.0466749999999998,4.259491521223513,1,1,0,0.0,0,0,0,1,0.0033898305084745,240,7,51,0.173469387755102,2,147.5,147.5,49.5,45,0.1525423728813559,1077033,WA,0.436,2,0.463,380,0
647.602,30,2.7794849305592018,0.463,0.7815,2.0910000000000024,39.40289999999996,442.8223599999992,23.986444444444444,109.34459195634123,2,1,1,0.0333333333333333,0,0,0,1,0.0333333333333333,1,0,2,0.0689655172413793,3,10.0,10.0,12.027745701779144,21,0.7,1077163,AC,0.321,2,0.404,369,1
500.829,41,4.911856142515709,0.69,1.598,9.170599999999988,55.27519999999944,226.57472000000007,13.560297297297296,49.22429073452476,2,2,0,0.0,0,0,0,3,0.073170731707317,5,2,12,0.3,3,13.666666666666666,13.666666666666666,8.013876853447538,29,0.7073170731707317,1077278,WA,0.147,6,0.396,460,0
551.93,381,41.41829579838023,0.243,0.81675,1.9062000000000003,3.305350000000001,20.22286000000001,1.5528777777777776,8.895850614288012,3,2,0,0.0,0,0,0,24,0.0629921259842519,0,45,29,0.0763157894736842,4,95.25,95.25,118.2272705427982,295,0.7742782152230971,1077380,WA,0.399,1,0.454,284,0
934.919,553,35.4897055252915,0.388,0.89675,2.6790000000000003,6.525,23.520049999999998,1.871185770750988,7.628775005986967,5,2,0,0.0,0,0,0,29,0.0524412296564195,8,121,56,0.1014492753623188,6,92.16666666666669,92.16666666666669,93.01687421585876,364,0.6582278481012658,1077449,AC,0.392,1,0.384,297,1
479.603,260,32.52690245890872,0.448,1.07,2.5284000000000044,5.865199999999999,31.501560000000257,1.9355060240963853,8.062881633380181,3,2,0,0.0,0,0,0,11,0.0423076923076923,0,31,15,0.0579150579150579,4,65.0,65.0,44.77164281104727,206,0.7923076923076923,1077481,NoData,0.392,1,0.621,161,0
512.367,137,16.04318779312485,0.714,2.052,5.312599999999998,14.155999999999995,74.37316000000045,3.856984962406015,15.034560755557704,2,2,0,0.0,0,0,0,9,0.0656934306569343,3,12,16,0.1176470588235294,3,45.66666666666666,45.66666666666666,59.63406930792349,112,0.8175182481751825,1077593,WA,0.392,12,0.383,193,0
190.201,72,22.71281433851557,0.382,0.9885,1.5848,2.822999999999998,52.99774000000004,2.860134328358209,10.484075425103986,3,1,3,0.0416666666666666,0,0,0,2,0.0277777777777777,0,14,4,0.056338028169014,4,18.0,18.0,20.024984394500787,52,0.7222222222222222,1077613,WA,0.558,2,0.471,915,0
393.364,424,64.67292380594057,0.3865,1.13475,2.342600000000003,3.539099999999998,8.776129999999942,1.0116608040201005,1.8296417333410584,0,0,0,0.0,0,0,0,26,0.0613207547169811,8,34,50,0.1182033096926714,1,424.0,424.0,0.0,314,0.7405660377358491,1077615,AC,0.399,1,0.538,186,1
1715.065,677,23.68423354216896,0.502,1.20125,2.6275,6.16625,65.98994999999984,2.71742610062893,12.400827287751392,11,9,0,0.0,0,0,0,49,0.0723781388478582,9,115,75,0.1109467455621301,12,56.41666666666666,56.41666666666666,78.55513810198683,468,0.691285081240768,1077692,WA,0.562,1,0.393,463,0
716.919,620,51.88870709243304,0.2375,0.821,1.7521999999999995,3.152649999999994,22.4429999999998,1.2569914089347078,5.255510307544806,5,2,1,0.0016129032258064,0,0,1,35,0.0564516129032258,0,65,50,0.0807754442649434,6,103.33333333333331,103.33333333333331,58.0650975677778,495,0.7983870967741935,1077694,AC,0.569,1,0.449,287,1
1139.807,588,30.95260864339313,0.333,1.13325,3.148000000000001,5.125399999999996,23.7958,2.0947127272727277,12.800625013335086,4,2,0,0.0,0,0,0,44,0.0748299319727891,22,103,65,0.110732538330494,5,117.6,117.6,98.20509151770086,407,0.6921768707482994,1077705,AC,0.652,1,0.377,236,1
185.268,332,107.51991709307596,0.322,0.753,1.3954000000000006,1.8937999999999997,3.3447999999999976,0.6005078864353313,1.0864125684403918,0,0,0,0.0,0,0,0,9,0.0271084337349397,0,134,10,0.0302114803625377,1,332.0,332.0,0.0,182,0.5481927710843374,1077807,NoData,0.754,1,0.562,397,0
1302.858,390,17.960514499661514,0.612,1.18725,2.867,6.1945,30.916,3.477239361702128,26.35097612349097,4,2,0,0.0,0,0,0,28,0.0717948717948717,1,44,41,0.1053984575835475,5,78.0,78.0,88.70400216450214,249,0.6384615384615384,1077900,WA,0.407,1,0.5,196,0
526.824,570,64.91731583982506,0.354,0.7645,1.6708000000000005,3.112699999999999,9.095039999999983,1.00156261682243,4.191781880974715,2,2,0,0.0,0,0,0,23,0.0403508771929824,0,81,36,0.0632688927943761,3,190.0,190.0,58.24660218988458,445,0.7807017543859649,1077960,AC,0.583,1,0.471,919,1
286.072,103,21.6029531027154,0.6445000000000001,1.3035,2.401200000000002,4.495350000000002,69.2218400000001,3.118760869565217,12.377577002096034,2,2,0,0.0,0,0,0,7,0.0679611650485436,7,13,17,0.1666666666666666,3,34.333333333333336,34.333333333333336,23.66901396810231,62,0.6019417475728155,1077983,WA,0.570,7,0.333,357,0
1269.75,216,10.206733608978146,0.308,1.1062500000000002,9.286600000000004,23.56059999999998,112.05551000000015,6.112793269230768,24.795112791182355,9,7,0,0.0,0,0,0,2,0.0092592592592592,46,28,19,0.0883720930232558,10,21.6,21.6,35.96164623595533,125,0.5787037037037037,1078216,AC,0.372,4,0.488,172,1
1196.036,467,23.427388473256656,0.407,0.9685,2.5276000000000014,4.687499999999991,30.935039999999766,2.7120203160270875,22.76395260396014,5,3,0,0.0,0,0,0,20,0.0428265524625267,25,110,44,0.0944206008583691,6,77.83333333333333,77.83333333333333,148.61518166803222,280,0.5995717344753747,1078407,AC,0.828,1,0.464,235,1
382.383,267,41.895167933720906,0.3095,0.77425,1.3864000000000003,2.3363,37.42725999999992,1.5909057377049185,7.934088023566716,4,2,0,0.0,0,0,0,12,0.0449438202247191,3,33,16,0.0601503759398496,5,53.4,53.4,35.522387307161665,205,0.7677902621722846,1078683,AC,0.344,1,0.423,447,1
158.845,318,120.11709528156378,0.194,0.48975,1.0553000000000003,1.6459999999999997,4.702480000000008,0.5433013245033113,1.564231069780651,0,0,0,0.0,0,0,0,18,0.0566037735849056,0,104,24,0.0757097791798107,1,318.0,318.0,0.0,183,0.5754716981132075,1079064,AC,0.773,1,0.367,289,1
195.729,274,83.99368514629921,0.356,0.903,1.6876000000000015,2.533049999999999,5.73617,0.8251612903225806,2.2508599642856817,1,0,0,0.0,0,0,0,15,0.0547445255474452,0,61,22,0.0805860805860805,2,137.0,137.0,134.0,185,0.6751824817518248,1079119,WA,0.765,2,0.267,617,0
992.796,234,14.14187808975862,0.42,0.9535,2.0412000000000003,3.0084999999999984,17.688139999999958,4.559666666666668,38.04753008266335,2,2,0,0.0,0,0,0,11,0.047008547008547,0,34,17,0.0729613733905579,3,78.0,78.0,59.87208587202108,178,0.7606837606837606,1079350,AC,0.842,1,0.326,384,1
463.312,448,58.01705977829195,0.2315,0.6025,1.3765,2.111149999999986,12.965190000000002,1.1202738095238094,6.91639200490433,2,1,0,0.0,0,0,0,28,0.0625,8,95,45,0.1006711409395973,3,149.33333333333334,149.33333333333334,141.85751850203624,301,0.671875,1079378,AC,0.624,1,0.364,302,1
999.624,593,35.59338311205013,0.485,1.0955,2.7584,5.6782,30.658719999999995,1.789916518650089,6.153038629402031,7,2,0,0.0,0,0,0,50,0.0843170320404721,0,110,68,0.1148648648648648,8,74.125,74.125,39.46656021241274,418,0.7048903878583473,1079452,TLE,0.331,1,0.393,466,0
1376.38,871,37.96916549208794,0.3275,0.947,2.5090000000000026,4.554599999999999,21.83205000000011,1.7024498777506114,9.814686709888296,5,3,0,0.0,0,0,0,35,0.0401836969001148,1,230,62,0.0712643678160919,6,145.16666666666666,145.16666666666666,150.21697270577943,578,0.6636050516647531,1079502,WA,0.307,1,0.413,743,0
1036.285,334,19.338309441900638,0.6565000000000001,1.37725,4.843500000000001,14.2655,44.30325000000001,3.295851265822785,12.726886836562308,8,2,0,0.0,0,0,0,17,0.0508982035928143,5,56,44,0.1321321321321321,9,37.11111111111112,37.11111111111112,45.84380351789819,236,0.7065868263473054,1079598,WA,0.331,2,0.392,467,0
81.161,42,31.04939564569189,0.5289999999999999,0.695,0.9837000000000008,4.778599999999972,34.57724000000006,2.1479473684210526,7.41886943063489,1,0,0,0.0,0,0,0,5,0.119047619047619,2,6,8,0.1951219512195122,2,21.0,21.0,18.0,28,0.6666666666666666,1079608,WA,0.331,3,0.391,468,0
416.55,283,40.76341375585164,0.346,0.7184999999999999,1.2996000000000003,3.187099999999999,37.59639999999968,1.575243445692884,6.719958480112958,4,1,0,0.0,0,0,0,15,0.0530035335689045,0,60,19,0.0673758865248227,5,56.6,56.6,28.959281759049208,182,0.6431095406360424,1079740,AC,0.863,1,0.359,195,1
1016.34,866,51.12462364956609,0.251,0.575,1.818,3.62,17.838599999999985,1.2560085261875762,6.193041779765417,6,2,0,0.0,0,0,0,48,0.0554272517321016,4,306,71,0.0820809248554913,7,123.71428571428572,123.71428571428572,193.920244493683,490,0.5658198614318707,1079983,AC,0.525,1,0.337,315,1
215.009,321,89.57764558692892,0.2035,0.5602499999999999,1.0611000000000004,2.397199999999995,8.715119999999906,0.7481543624161073,2.88540470152949,1,0,0,0.0,0,0,0,19,0.0591900311526479,0,64,22,0.06875,2,160.5,160.5,156.5,228,0.7102803738317757,1080014,AC,0.761,1,0.575,499,1
964.715,565,35.13991178741908,0.3475,0.9925,2.187400000000001,5.510649999999998,29.084990000000204,1.8422056603773584,7.839736501947496,6,2,0,0.0,0,0,0,24,0.0424778761061946,0,87,38,0.0673758865248227,7,80.71428571428571,80.71428571428571,53.06791951483167,438,0.7752212389380531,1080100,AC,0.525,2,0.487,594,1
1610.502,559,20.82580462489336,0.473,1.2755,3.352099999999999,5.555549999999998,67.97146999999995,3.0288408239700373,12.913657394929382,14,9,0,0.0,0,0,0,21,0.0375670840787119,4,158,47,0.0842293906810035,15,37.266666666666666,37.266666666666666,74.12104214653817,359,0.6422182468694096,1080302,WA,0.407,5,0.5,362,0
220.258,33,8.989457817650209,0.1515,0.4185,0.6659000000000002,24.45204999999996,127.37404000000014,6.883062499999999,29.13396146460508,2,1,4,0.1212121212121212,1,4,0,1,0.0303030303030303,18,0,3,0.09375,3,11.0,11.0,7.483314773547883,10,0.303030303030303,1080483,AC,0.399,3,0.604,106,1
1139.089,854,44.983315614495446,0.384,0.8525,1.8184,4.411099999999998,19.14499999999998,1.4278773234200743,6.621634913894442,5,1,0,0.0,0,0,0,59,0.0690866510538641,21,110,97,0.1137162954279015,6,142.33333333333334,142.33333333333334,107.07577794357704,631,0.7388758782201406,1080498,AC,0.497,2,0.383,253,1
679.941,634,55.94603061147952,0.344,0.866,2.2082,4.026799999999998,16.11479999999988,1.1580033613445375,3.738073856676978,3,0,0,0.0,0,0,0,39,0.0615141955835962,0,96,54,0.0853080568720379,4,158.5,158.5,142.97115093612416,481,0.7586750788643533,1080641,AC,0.525,1,0.06,1575,1
172.078,39,13.598484408233476,0.045,0.4275,7.076600000000015,26.11049999999996,76.84719999999979,4.94177142857143,17.3880077098897,2,1,0,0.0,0,0,0,0,0.0,26,0,6,0.1578947368421052,3,13.0,13.0,8.640987597877148,12,0.3076923076923077,1080985,AC,0.583,3,0.652,184,1
740.003,459,37.21606534027565,0.265,0.6525000000000001,1.8500000000000016,4.421399999999997,31.77467999999992,1.7183931034482758,9.570961836840189,6,2,2,0.0043572984749455,0,0,0,15,0.0326797385620915,0,145,24,0.0524017467248908,7,65.57142857142857,65.57142857142857,67.92823343764493,284,0.6187363834422658,1080989,WA,0.497,2,0.414,215,0
191.614,41,12.838310353105722,0.0455,0.56825,15.3785,25.32775,76.24449999999992,5.347111111111112,17.311698637334135,2,1,0,0.0,0,0,0,0,0.0,27,0,7,0.175,3,13.666666666666666,13.666666666666666,9.568466729604882,12,0.2926829268292683,1081020,AC,0.583,4,0.654,185,1
909.675,479,31.593701047077253,0.271,0.73175,1.9232,5.753849999999974,41.552099999999896,2.021167400881057,10.356440010236785,8,3,2,0.0041753653444676,0,0,0,16,0.0334029227557411,0,145,29,0.0606694560669456,9,53.22222222222222,53.22222222222222,64.20761079459831,301,0.6283924843423799,1081051,WA,0.497,4,0.41,217,0
670.803,666,59.570395481236666,0.244,0.785,1.7472000000000012,3.2089999999999934,14.996300000000016,1.1141934959349593,5.243269579149302,2,1,0,0.0,0,0,0,56,0.084084084084084,0,61,79,0.118796992481203,3,222.0,222.0,141.74860375561613,520,0.7807807807807807,1081072,TLE,0.497,3,0.061,1581,0
629.324,461,43.95192301580744,0.337,0.775,1.419,3.749,30.875600000000134,1.5230142517814729,7.169945763503261,5,2,0,0.0,0,0,0,16,0.0347071583514099,0,68,39,0.0847826086956521,6,76.83333333333333,76.83333333333333,71.97781293951321,0,0.0,1081084,AC,0.773,1,0.246,334,1
837.964,631,45.18093856060642,0.269,0.611,1.1428,1.7661999999999995,7.603840000000007,1.4337217537942666,12.320033386699563,5,3,0,0.0,0,0,0,31,0.0491283676703645,2,66,47,0.0746031746031746,6,105.16666666666669,105.16666666666669,104.90220313330994,500,0.7923930269413629,1081220,AC,0.583,1,0.494,178,1
1593.79,905,34.069733151795404,0.31,0.847,1.868400000000002,3.518,20.294920000000065,1.8858792497069168,22.93409748470473,3,1,0,0.0,0,0,0,36,0.0397790055248618,0,274,57,0.0630530973451327,4,226.25,226.25,325.6695986732566,569,0.6287292817679558,1081234,WA,0.765,3,0.407,761,0
