solution_id,problem_id,judge,has_code,duration_s,total_keys
993976,1097,AC,True,1092.0,542
993981,1638,AC,True,1577.2,293
994001,1097,AC,True,769.8,353
994002,1323,WA,True,699.0,399
994010,1323,WA,True,809.9,431
994032,1529,WA,True,566.2,185
994049,1665,AC,True,375.7,341
994050,1043,WA,True,455.1,234
994060,2131,NoData,True,955.8,470
994064,2090,WA,True,1300.5,85
994075,1064,AC,True,842.4,80
994080,1666,AC,True,433.7,457
994090,2127,WA,True,499.3,362
994094,2127,AC,True,533.0,364
994096,1194,WA,True,797.1,250
994117,2131,AC,True,787.9,601
994118,1194,AC,True,1016.4,256
994152,2128,WA,True,531.6,280
994160,2128,WA,True,666.7,298
994164,2128,WA,True,710.8,322
994191,2128,AC,True,994.0,431
994222,1798,WA,True,1426.0,502
994245,1798,AC,True,546.9,312
994259,1799,AC,True,310.2,243
994296,1218,WA,True,135.5,92
994303,1218,WA,True,211.9,114
994306,1218,WA,True,234.8,116
994309,1218,WA,True,305.7,155
994311,2127,AC,True,404.0,289
994340,1453,AC,True,1358.3,767
994343,1453,WA,True,1385.3,768
994367,1495,WA,True,318.2,36
994377,1432,AC,True,604.9,443
994390,2131,AC,True,771.7,36
994399,1668,WA,True,682.3,98
994401,1495,AC,True,505.0,140
994418,1323,TLE,True,606.1,504
994419,2129,OLE,True,416.2,344
994429,1029,WA,True,1097.3,480
994435,1323,TLE,True,686.6,522
994438,1029,WA,True,1097.3,480
994451,1323,TLE,True,762.2,526
994499,0,?,True,1664.2,356
994503,1286,AC,True,1664.2,356
994504,1286,MLE,True,217.8,31
994506,1286,NoData,True,217.8,31
994509,1286,MLE,True,239.9,32
994544,1323,TLE,True,1557.3,575
994550,1286,AC,True,630.6,111
994614,1323,WA,True,197.0,43
994635,2132,WA,True,816.3,31
994649,1024,CE,True,430.0,195
994657,1834,AC,True,440.3,69
994659,1661,AC,True,1075.7,107
994661,1661,AC,True,1095.8,108
994684,2058,WA,True,162.5,167
994698,1000,AC,True,62.1,117
994708,1001,CE,True,163.9,224
994710,0,CE,True,163.9,224
994718,1001,CE,True,288.4,279
994719,1001,AC,True,364.8,290
994723,1002,AC,True,270.9,353
994733,1034,TLE,True,1345.4,648
994741,1034,TLE,True,1670.7,668
994743,1798,AC,True,1265.1,340
994755,1747,AC,True,1682.5,271
994778,2138,WA,True,1068.3,123
994790,2138,WA,True,1256.1,131
994818,1004,AC,True,1629.8,430
994826,2116,AC,True,755.1,36
994832,1799,AC,True,841.6,400
994834,2058,WA,True,810.4,366
994844,2058,WA,True,64.0,79
994848,1799,AC,True,1164.8,432
994854,1043,AC,True,723.6,371
994860,2127,AC,True,404.7,325
994877,1377,AC,True,531.6,374
994885,1034,AC,True,1004.6,594
994915,1570,AC,True,526.2,306
994922,2129,AC,True,433.6,494
994926,1802,AC,True,965.7,471
994943,1900,PE,True,113.7,84
994948,1900,AC,True,161.1,103
994954,1526,AC,True,860.6,387
994962,2117,AC,True,168.3,258
994980,1006,AC,True,382.2,31
994998,1573,WA,True,107.4,131
994999,1573,WA,True,116.4,133
995005,1007,AC,True,560.5,31
995006,1573,AC,True,258.5,135
995009,1672,AC,True,116.9,218
995016,1822,AC,True,1444.5,588
995017,1822,AC,True,1444.5,588
995023,2080,AC,True,1206.9,991
995027,1945,PE,True,310.5,156
995029,1945,AC,True,354.0,171
995031,1954,WA,True,198.7,210
995036,1954,AC,True,267.6,216
995072,1799,WA,True,1038.7,305
995078,1799,WA,True,1085.6,327
995081,1799,AC,True,1181.4,333
995098,1577,AC,True,375.2,334
995115,2129,NoData,True,594.1,428
995121,2129,NoData,True,616.5,430
995122,1352,AC,True,207.5,438
995128,1000,AC,True,114.2,245
995130,2129,AC,True,854.5,435
995158,1022,AC,True,754.6,252
995162,1383,AC,True,993.1,176
995186,1218,WA,True,1298.5,856
995195,1004,WA,True,1127.4,630
995198,1004,WA,True,1202.9,631
995201,0,?,True,1219.2,634
995212,1568,AC,True,290.7,258
995250,1558,AC,True,697.7,485
995256,2030,AC,True,868.0,173
995270,2011,AC,True,1198.5,307
995283,1524,AC,True,241.3,223
995309,2002,WA,True,1040.1,377
995311,2002,AC,True,1040.1,377
995314,1012,AC,True,281.3,289
995317,1525,WA,True,816.5,547
995325,1525,WA,True,1274.8,565
995327,1525,WA,True,1320.9,566
995329,1525,AC,True,1392.2,583
995330,1014,AC,True,155.2,239
995359,1478,AC,True,804.3,725
995365,1043,AC,True,472.5,422
995391,1017,NoData,True,987.4,35
995399,2122,AC,True,704.0,31
995425,2122,AC,True,1028.1,34
995433,2122,AC,True,1028.1,34
995437,1524,AC,True,164.8,115
995440,2117,AC,True,1010.5,409
995443,2117,AC,True,1164.2,420
995445,2122,WA,True,1430.1,41
995447,2122,AC,True,1479.1,44
995448,2122,WA,True,1538.6,47
995453,1509,WA,True,1610.4,879
995456,2122,AC,True,1706.9,53
995459,2122,AC,True,1757.4,56
995461,1525,AC,True,250.2,483
995468,1526,AC,True,136.3,263
995473,1509,WA,True,1746.2,885
995493,1527,AC,True,500.9,424
995502,1527,CE,True,266.3,171
995509,1510,WA,True,495.7,55
995523,1510,AC,True,991.7,120
995532,1850,AC,True,1602.5,684
995534,1847,AC,True,740.4,165
995593,1864,TLE,True,1638.2,519
995599,1864,WA,True,1721.5,533
995605,1864,WA,True,1780.9,535
995617,1851,WA,True,1254.2,524
995628,1900,AC,True,1594.6,803
995639,1525,AC,True,1119.1,291
995644,1851,AC,True,1731.2,534
995661,1526,AC,True,268.8,225
995662,2139,WA,True,1667.7,48
995683,2091,WA,True,1421.7,587
995690,2091,WA,True,1546.7,598
995698,2091,WA,True,1781.3,612
995700,1199,AC,True,1645.3,443
995732,1798,PE,True,1325.2,369
995739,1798,PE,True,1388.5,653
995760,1798,PE,True,1600.0,458
995789,2127,AC,True,285.3,451
995822,1072,AC,True,319.8,337
995851,1696,AC,True,884.2,293
995856,2001,AC,True,600.0,386
995895,1001,AC,True,1023.7,339
995904,1823,AC,True,430.5,267
995913,1824,WA,True,177.9,153
995914,2128,AC,True,917.3,411
995916,1824,WA,True,177.9,153
995917,0,?,True,177.9,153
995919,1824,AC,True,298.3,160
995954,1165,AC,True,1584.2,824
995993,1524,AC,True,292.8,103
996020,1033,AC,True,1284.9,481
996032,1799,AC,True,1124.6,233
996081,1286,AC,True,656.8,412
996086,1516,AC,True,171.9,40
996093,1666,AC,True,1315.7,71
996102,1509,AC,True,654.7,630
996106,1509,WA,True,506.3,545
996109,1509,AC,True,538.3,559
996118,1463,WA,True,485.4,691
996119,1463,AC,True,547.0,706
996125,2121,AC,True,357.3,53
996130,2165,NoData,True,904.9,1111
996145,1511,AC,True,1048.9,1102
996151,2165,NoData,True,128.2,33
996153,2165,AC,True,213.6,98
996171,2131,WA,True,97.7,104
996180,1798,AC,True,1400.1,298
996197,1003,AC,True,85.3,111
996205,1847,AC,True,1570.8,797
996211,1002,AC,True,511.0,355
996215,2131,WA,True,1607.0,1378
996221,2131,WA,True,1791.9,1396
996226,1004,WA,True,458.7,340
996273,1799,AC,True,273.4,47
996275,1799,AC,True,981.2,81
996280,1798,PE,True,930.7,326
996282,1798,PE,True,1004.3,371
996289,1798,PE,True,1085.5,375
996296,2027,AC,True,1070.0,419
996299,1005,PE,True,389.2,309
996305,1005,AC,True,503.8,320
996311,1798,PE,True,1451.6,421
996313,1798,AC,True,1477.6,425
996323,1799,AC,True,210.1,216
996335,1799,AC,True,682.4,217
996338,1851,WA,True,1015.8,701
996358,1851,WA,True,1329.8,759
996380,2127,AC,True,713.4,488
996393,1508,AC,True,321.3,311
996403,2129,AC,True,396.9,450
996404,1058,WA,True,293.0,167
996406,1058,WA,True,351.0,180
996408,1058,WA,True,383.6,216
996409,1058,AC,True,442.7,218
996418,1514,WA,True,823.4,842
996423,1018,AC,True,1438.0,45
996443,1509,AC,True,599.3,511
996445,2128,AC,True,688.6,277
996449,0,?,True,1709.3,499
996458,2129,AC,True,1129.1,665
996479,1798,WA,True,508.9,33
996491,1798,AC,True,632.8,69
996522,1799,WA,True,416.6,336
996539,1799,AC,True,646.4,370
996541,1999,AC,True,752.8,275
996557,1463,AC,True,422.4,712
996572,1516,AC,True,313.5,281
996576,1004,NoData,True,1169.0,432
996588,1464,AC,True,416.8,584
996591,0,?,True,1169.0,432
996592,1004,NoData,True,1169.0,432
996594,1004,NoData,True,1169.0,432
996619,2034,AC,True,802.5,549
996629,1512,AC,True,1123.6,849
996635,1822,AC,True,582.9,388
996648,2130,WA,True,1574.7,103
996658,1748,AC,True,207.4,315
996662,1286,AC,True,1755.7,488
996672,1286,AC,True,613.7,64
996676,2031,AC,True,630.5,646
996684,1823,AC,True,858.3,469
996691,1383,AC,True,618.8,540
996699,1901,AC,True,1012.3,1009
996751,2127,AC,True,242.7,216
996758,1081,AC,True,712.4,431
996771,1664,AC,True,452.7,616
996781,1899,AC,True,338.2,233
996783,2131,WA,True,272.4,57
996784,2128,AC,True,822.0,31
996795,2131,AC,True,454.6,75
996801,1902,AC,True,513.2,695
996818,1237,AC,True,707.6,420
996820,1663,AC,True,205.9,260
996830,1516,AC,True,332.4,292
996834,1664,WA,True,449.8,577
996847,1664,WA,True,794.5,629
996851,1747,NoData,True,232.1,113
996853,2044,WA,True,816.7,599
996854,1747,WA,True,548.0,120
996856,1664,AC,True,1270.1,641
996857,1747,WA,True,783.0,122
996863,1747,WA,True,926.2,124
996867,1665,AC,True,259.0,358
996869,1518,AC,True,191.9,276
996892,1666,WA,True,767.0,757
996898,1666,WA,True,892.9,763
996899,2110,AC,True,346.9,367
996910,2134,AC,True,231.2,239
996913,1383,AC,True,136.7,199
996919,1509,WA,True,1162.1,556
996921,1509,AC,True,1196.9,562
996924,1666,AC,True,1586.3,778
996932,2135,WA,True,557.3,377
996939,2135,AC,True,643.5,395
996942,2111,TLE,True,939.6,669
996952,1586,AC,True,349.0,254
996955,1534,AC,True,474.5,267
996957,2111,TLE,True,1178.3,702
996964,1039,WA,True,504.8,301
996967,1498,AC,True,259.5,253
996982,2017,AC,True,265.4,299
996988,2131,WA,True,527.0,108
997016,2131,WA,True,588.0,112
997024,2131,WA,True,901.8,130
997028,1039,WA,True,1305.5,363
997030,2131,WA,True,956.3,148
997036,2131,CE,True,1016.2,154
997039,2131,WA,True,450.6,276
997044,1429,WA,True,1131.1,520
997053,1039,AC,True,1529.1,380
997059,1039,WA,True,372.5,430
997064,1429,AC,True,1362.9,635
997065,1039,AC,True,1714.9,382
997066,1039,WA,True,408.0,442
997070,2129,AC,True,312.9,280
997076,1323,CE,True,82.0,123
997077,1323,CE,True,87.0,125
997081,1323,AC,True,103.1,126
997087,1798,AC,True,533.8,382
997088,1039,WA,True,581.9,541
997096,1039,WA,True,651.8,573
997100,1508,AC,True,707.0,314
997114,1039,WA,True,783.2,617
997118,2084,AC,True,282.4,245
997127,1039,WA,True,924.0,620
997128,2108,AC,True,1028.7,425
997131,1039,AC,True,965.4,625
997133,1533,WA,True,267.6,318
997134,1533,WA,True,305.9,327
997150,1824,WA,True,653.9,254
997152,1824,WA,True,653.9,254
997177,2085,AC,True,750.6,327
997201,1033,AC,True,1724.4,51
997206,1478,AC,True,639.4,487
997209,2122,AC,True,169.5,73
997219,1009,WA,True,130.1,96
997231,1009,WA,True,251.3,102
997234,1514,WA,True,1010.1,697
997285,1534,AC,True,80.7,233
997290,1514,WA,True,1398.9,828
997295,1514,AC,True,1589.8,830
997309,1009,AC,True,882.6,181
997311,2086,AC,True,587.3,605
997314,1323,AC,True,96.0,113
997325,2088,WA,True,1479.6,324
997334,2006,AC,True,158.9,162
997341,1557,AC,True,354.2,221
997347,2165,AC,True,589.4,667
997349,2088,WA,True,1676.8,368
997358,1098,WA,True,673.7,347
997362,1098,WA,True,673.7,347
997365,1098,AC,True,726.6,349
997381,1022,AC,True,1201.0,52
997382,1097,AC,True,1688.9,723
997409,1011,AC,True,635.9,624
997420,1012,AC,True,170.3,357
997423,1024,AC,True,241.2,31
997432,1098,AC,True,630.6,327
997433,1013,AC,True,121.8,239
997440,1555,AC,True,722.2,447
